LandisData	Dynamic Input Data				
0	9	QUERALBA	0.317	894	26834
0	9	QUERCOCC	0.002	561	16843
0	9	QUERRUBR	0.755	726	21782
0	9	TILIAMER	0.492	1143	34300
0	9	TSUGCANA	0.652	223	6698
0	10	ACERRUBR	0.309	681	20440
0	10	ACERSACC	0.706	895	26842
0	10	BETUALLE	0.688	822	24670
0	10	BETULENT	0.569	822	24670
0	10	BETUPAPY	0.359	874	26217
0	10	CARYCORD	0.355	998	29929
0	10	FAGUGRAN	0.286	746	22384
0	10	FRAXAMER	0.339	780	23405
0	10	PINURESI	0.49	232	6949
0	10	PINUSTRO	0.772	637	19124
0	10	POPUGRAN	0.733	972	29159
0	10	POPUTREM	0.827	797	23910
0	10	PRUNSERO	0.425	957	28723
0	10	QUERALBA	0.381	913	27379
0	10	QUERCOCC	0.017	577	17307
0	10	QUERRUBR	0.709	744	22331
0	10	TILIAMER	0.562	1158	34741
0	10	TSUGCANA	0.621	234	7031
0	13	ACERRUBR	0.108	675	20238
0	13	ACERSACC	0.36	877	26309
0	13	BETUALLE	0.269	810	24285
0	13	BETULENT	0.197	810	24285
0	13	BETUPAPY	0.234	856	25680
0	13	CARYCORD	0.225	966	28979
0	13	FAGUGRAN	0.122	738	22134
0	13	FRAXAMER	0.201	767	23021
0	13	PINURESI	0.37	234	7022
0	13	PINUSTRO	0.43	644	19309
0	13	POPUGRAN	0.37	949	28485
0	13	POPUTREM	0.446	783	23475
0	13	PRUNSERO	0.258	936	28083
0	13	QUERALBA	0.183	892	26747
0	13	QUERCOCC	0.009	573	17177
0	13	QUERRUBR	0.315	732	21966
0	13	TILIAMER	0.219	1127	33820
0	13	TSUGCANA	0.216	246	7381
0	14	ACERRUBR	0.227	678	20334
0	14	ACERSACC	0.552	888	26650
0	14	BETUALLE	0.541	818	24525
0	14	BETULENT	0.406	818	24525
0	14	BETUPAPY	0.402	867	26013
0	14	CARYCORD	0.276	985	29561
0	14	FAGUGRAN	0.21	743	22280
0	14	FRAXAMER	0.257	775	23240
0	14	PINURESI	0.555	227	6818
0	14	PINUSTRO	0.639	645	19346
0	14	POPUGRAN	0.58	964	28919
0	14	POPUTREM	0.697	790	23714
0	14	PRUNSERO	0.336	950	28504
0	14	QUERALBA	0.288	905	27142
0	14	QUERCOCC	0.008	574	17213
0	14	QUERRUBR	0.555	739	22160
0	14	TILIAMER	0.398	1149	34475
0	14	TSUGCANA	0.459	252	7548
0	15	ACERRUBR	0.248	678	20352
0	15	ACERSACC	0.62	891	26718
0	15	BETUALLE	0.677	819	24570
0	15	BETULENT	0.468	819	24570
0	15	BETUPAPY	0.515	869	26079
0	15	CARYCORD	0.257	990	29701
0	15	FAGUGRAN	0.214	744	22307
0	15	FRAXAMER	0.256	776	23281
0	15	PINURESI	0.66	225	6756
0	15	PINUSTRO	0.716	644	19314
0	15	POPUGRAN	0.664	967	29016
0	15	POPUTREM	0.829	792	23768
0	15	PRUNSERO	0.339	953	28596
0	15	QUERALBA	0.304	908	27226
0	15	QUERCOCC	0.005	574	17209
0	15	QUERRUBR	0.661	740	22187
0	15	TILIAMER	0.439	1154	34632
0	15	TSUGCANA	0.549	253	7582
0	16	ACERRUBR	0.28	665	19941
0	16	ACERSACC	0.675	877	26299
0	16	BETUALLE	0.831	804	24131
0	16	BETULENT	0.544	804	24131
0	16	BETUPAPY	0.601	856	25670
0	16	CARYCORD	0.24	983	29485
0	16	FAGUGRAN	0.221	729	21874
0	16	FRAXAMER	0.248	762	22860
0	16	PINURESI	0.736	214	6416
0	16	PINUSTRO	0.776	617	18506
0	16	POPUGRAN	0.736	955	28644
0	16	POPUTREM	0.946	778	23351
0	16	PRUNSERO	0.34	940	28203
0	16	QUERALBA	0.317	895	26837
0	16	QUERCOCC	0.003	561	16845
0	16	QUERRUBR	0.766	726	21777
0	16	TILIAMER	0.492	1144	34319
0	16	TSUGCANA	0.658	225	6743
1	1	ACERRUBR	0.395	1237	37110
1	1	ACERSACC	0.860	1592	47760
1	1	BETUALLE	0.925	1465	43950
1	1	BETULENT	0.751	1465	43950
1	1	BETUPAPY	0.382	1570	47100
1	1	CARYCORD	0.340	1849	55470
1	1	FAGUGRAN	0.292	1328	39840
1	1	FRAXAMER	0.331	1415	42450
1	1	PINURESI	0.519	639	19170
1	1	PINUSTRO	0.900	1162	34860
1	1	POPUGRAN	0.899	1716	51480
1	1	POPUTREM	0.970	1452	43560
1	1	PRUNSERO	0.470	1700	51000
1	1	QUERALBA	0.405	1641	49230
1	1	QUERRUBR	0.886	1370	41100
1	1	QUERCOCC	0.000	1091	32730
1	1	TILIAMER	0.736	2010	60300
1	1	TSUGCANA	0.835	418	12540
1	2	ACERRUBR	0.263	1267	38010
1	2	ACERSACC	0.619	1600	48000
1	2	BETUALLE	0.503	1480	44400
1	2	BETULENT	0.473	1480	44400
1	2	BETUPAPY	0.169	1579	47370
1	2	CARYCORD	0.406	1814	54420
1	2	FAGUGRAN	0.228	1354	40620
1	2	FRAXAMER	0.357	1430	42900
1	2	PINURESI	0.221	693	20790
1	2	PINUSTRO	0.680	1224	36720
1	2	POPUGRAN	0.623	1712	51360
1	2	POPUTREM	0.688	1464	43920
1	2	PRUNSERO	0.447	1701	51030
1	2	QUERALBA	0.354	1644	49320
1	2	QUERRUBR	0.554	1388	41640
1	2	QUERCOCC	0.005	1118	33540
1	2	TILIAMER	0.499	1982	59460
1	2	TSUGCANA	0.482	470	14100
1	3	ACERRUBR	0.458	1299	38970
1	3	ACERSACC	0.927	1665	49950
1	3	BETUALLE	0.881	1530	45900
1	3	BETULENT	0.859	1530	45900
1	3	BETUPAPY	0.222	1643	49290
1	3	CARYCORD	0.429	1936	58080
1	3	FAGUGRAN	0.354	1389	41670
1	3	FRAXAMER	0.404	1480	44400
1	3	PINURESI	0.325	707	21210
1	3	PINUSTRO	0.949	1249	37470
1	3	POPUGRAN	0.949	1789	53670
1	3	POPUTREM	0.956	1519	45570
1	3	PRUNSERO	0.497	1777	53310
1	3	QUERALBA	0.483	1718	51540
1	3	QUERRUBR	0.936	1433	42990
1	3	QUERCOCC	0.015	1144	34320
1	3	TILIAMER	0.798	2095	62850
1	3	TSUGCANA	0.842	493	14790
1	4	ACERRUBR	0.174	1228	36840
1	4	ACERSACC	0.519	1545	46350
1	4	BETUALLE	0.487	1431	42930
1	4	BETULENT	0.327	1431	42930
1	4	BETUPAPY	0.332	1521	45630
1	4	CARYCORD	0.326	1745	52350
1	4	FAGUGRAN	0.155	1313	39390
1	4	FRAXAMER	0.294	1381	41430
1	4	PINURESI	0.492	677	20310
1	4	PINUSTRO	0.598	1186	35580
1	4	POPUGRAN	0.542	1650	49500
1	4	POPUTREM	0.634	1414	42420
1	4	PRUNSERO	0.350	1638	49140
1	4	QUERALBA	0.296	1583	47490
1	4	QUERRUBR	0.489	1338	40140
1	4	QUERCOCC	0.006	1082	32460
1	4	TILIAMER	0.359	1914	57420
1	4	TSUGCANA	0.388	504	15120
1	5	ACERRUBR	0.341	1248	37440
1	5	ACERSACC	0.753	1601	48030
1	5	BETUALLE	0.829	1470	44100
1	5	BETULENT	0.722	1470	44100
1	5	BETUPAPY	0.432	1577	47310
1	5	CARYCORD	0.311	1854	55620
1	5	FAGUGRAN	0.279	1336	40080
1	5	FRAXAMER	0.308	1420	42600
1	5	PINURESI	0.581	649	19470
1	5	PINUSTRO	0.884	1176	35280
1	5	POPUGRAN	0.793	1722	51660
1	5	POPUTREM	0.962	1457	43710
1	5	PRUNSERO	0.408	1710	51300
1	5	QUERALBA	0.383	1648	49440
1	5	QUERRUBR	0.873	1374	41220
1	5	QUERCOCC	0.006	1094	32820
1	5	TILIAMER	0.631	2018	60540
1	5	TSUGCANA	0.736	443	13290
1	6	ACERRUBR	0.273	1287	38610
1	6	ACERSACC	0.577	1626	48780
1	6	BETUALLE	0.445	1505	45150
1	6	BETULENT	0.449	1505	45150
1	6	BETUPAPY	0.124	1605	48150
1	6	CARYCORD	0.437	1850	55500
1	6	FAGUGRAN	0.314	1375	41250
1	6	FRAXAMER	0.368	1454	43620
1	6	PINURESI	0.223	710	21300
1	6	PINUSTRO	0.656	1260	37800
1	6	POPUGRAN	0.578	1737	52110
1	6	POPUTREM	0.630	1490	44700
1	6	PRUNSERO	0.427	1728	51840
1	6	QUERALBA	0.353	1670	50100
1	6	QUERRUBR	0.517	1410	42300
1	6	QUERCOCC	0.018	1138	34140
1	6	TILIAMER	0.432	2018	60540
1	6	TSUGCANA	0.413	502	15060
1	7	ACERRUBR	0.444	1305	39150
1	7	ACERSACC	0.883	1673	50190
1	7	BETUALLE	0.817	1537	46110
1	7	BETULENT	0.863	1537	46110
1	7	BETUPAPY	0.227	1650	49500
1	7	CARYCORD	0.465	1941	58230
1	7	FAGUGRAN	0.296	1395	41850
1	7	FRAXAMER	0.434	1485	44550
1	7	PINURESI	0.331	712	21360
1	7	PINUSTRO	0.948	1275	38250
1	7	POPUGRAN	0.901	1794	53820
1	7	POPUTREM	0.948	1527	45810
1	7	PRUNSERO	0.517	1787	53610
1	7	QUERALBA	0.512	1724	51720
1	7	QUERRUBR	0.934	1438	43140
1	7	QUERCOCC	0.041	1151	34530
1	7	TILIAMER	0.814	2103	63090
1	7	TSUGCANA	0.850	522	15660
1	8	ACERRUBR	0.350	1258	37740
1	8	ACERSACC	0.803	1617	48510
1	8	BETUALLE	0.934	1484	44520
1	8	BETULENT	0.662	1484	44520
1	8	BETUPAPY	0.504	1594	47820
1	8	CARYCORD	0.256	1875	56250
1	8	FAGUGRAN	0.248	1348	40440
1	8	FRAXAMER	0.260	1432	42960
1	8	PINURESI	0.662	664	19920
1	8	PINUSTRO	0.856	1200	36000
1	8	POPUGRAN	0.856	1735	52050
1	8	POPUTREM	0.971	1470	44100
1	8	PRUNSERO	0.403	1727	51810
1	8	QUERALBA	0.331	1664	49920
1	8	QUERRUBR	0.846	1389	41670
1	8	QUERCOCC	0.000	1107	33210
1	8	TILIAMER	0.617	2038	61140
1	8	TSUGCANA	0.752	488	14640
1	9	ACERRUBR	0.357	1234	37020
1	9	ACERSACC	0.788	1578	47340
1	9	BETUALLE	0.817	1453	43590
1	9	BETULENT	0.642	1453	43590
1	9	BETUPAPY	0.432	1557	46710
1	9	CARYCORD	0.277	1808	54240
1	9	FAGUGRAN	0.243	1321	39630
1	9	FRAXAMER	0.278	1403	42090
1	9	PINURESI	0.550	631	18930
1	9	PINUSTRO	0.841	1152	34560
1	9	POPUGRAN	0.834	1695	50850
1	9	POPUTREM	0.920	1439	43170
1	9	PRUNSERO	0.452	1681	50430
1	9	QUERALBA	0.331	1624	48720
1	9	QUERRUBR	0.819	1358	40740
1	9	QUERCOCC	0.004	1084	32520
1	9	TILIAMER	0.631	1975	59250
1	9	TSUGCANA	0.760	413	12390
1	10	ACERRUBR	0.320	1266	37980
1	10	ACERSACC	0.676	1604	48120
1	10	BETUALLE	0.560	1482	44460
1	10	BETULENT	0.550	1482	44460
1	10	BETUPAPY	0.117	1581	47430
1	10	CARYCORD	0.414	1822	54660
1	10	FAGUGRAN	0.313	1354	40620
1	10	FRAXAMER	0.363	1431	42930
1	10	PINURESI	0.210	680	20400
1	10	PINUSTRO	0.722	1211	36330
1	10	POPUGRAN	0.686	1716	51480
1	10	POPUTREM	0.754	1466	43980
1	10	PRUNSERO	0.462	1704	51120
1	10	QUERALBA	0.363	1647	49410
1	10	QUERRUBR	0.634	1388	41640
1	10	QUERCOCC	0.034	1117	33510
1	10	TILIAMER	0.564	1992	59760
1	10	TSUGCANA	0.572	454	13620
1	13	ACERRUBR	0.101	1243	37290
1	13	ACERSACC	0.342	1565	46950
1	13	BETUALLE	0.275	1451	43530
1	13	BETULENT	0.184	1451	43530
1	13	BETUPAPY	0.168	1544	46320
1	13	CARYCORD	0.188	1770	53100
1	13	FAGUGRAN	0.115	1328	39840
1	13	FRAXAMER	0.161	1401	42030
1	13	PINURESI	0.309	687	20610
1	13	PINUSTRO	0.408	1206	36180
1	13	POPUGRAN	0.347	1672	50160
1	13	POPUTREM	0.409	1433	42990
1	13	PRUNSERO	0.228	1662	49860
1	13	QUERALBA	0.151	1606	48180
1	13	QUERRUBR	0.312	1357	40710
1	13	QUERCOCC	0.014	1096	32880
1	13	TILIAMER	0.193	1937	58110
1	13	TSUGCANA	0.158	495	14850
1	14	ACERRUBR	0.267	1267	38010
1	14	ACERSACC	0.610	1600	48000
1	14	BETUALLE	0.534	1482	44460
1	14	BETULENT	0.439	1482	44460
1	14	BETUPAPY	0.261	1578	47340
1	14	CARYCORD	0.260	1821	54630
1	14	FAGUGRAN	0.143	1353	40590
1	14	FRAXAMER	0.228	1431	42930
1	14	PINURESI	0.419	693	20790
1	14	PINUSTRO	0.673	1238	37140
1	14	POPUGRAN	0.621	1712	51360
1	14	POPUTREM	0.689	1464	43920
1	14	PRUNSERO	0.426	1702	51060
1	14	QUERALBA	0.245	1644	49320
1	14	QUERRUBR	0.565	1386	41580
1	14	QUERCOCC	0.008	1116	33480
1	14	TILIAMER	0.467	1990	59700
1	14	TSUGCANA	0.471	507	15210
1	15	ACERRUBR	0.389	1269	38070
1	15	ACERSACC	0.818	1606	48180
1	15	BETUALLE	0.819	1487	44610
1	15	BETULENT	0.712	1487	44610
1	15	BETUPAPY	0.337	1584	47520
1	15	CARYCORD	0.438	1826	54780
1	15	FAGUGRAN	0.416	1358	40740
1	15	FRAXAMER	0.419	1436	43080
1	15	PINURESI	0.475	694	20820
1	15	PINUSTRO	0.849	1240	37200
1	15	POPUGRAN	0.841	1715	51450
1	15	POPUTREM	0.930	1470	44100
1	15	PRUNSERO	0.468	1705	51150
1	15	QUERALBA	0.505	1647	49410
1	15	QUERRUBR	0.819	1391	41730
1	15	QUERCOCC	0.029	1119	33570
1	15	TILIAMER	0.711	1995	59850
1	15	TSUGCANA	0.763	515	15450
1	16	ACERRUBR	0.270	1241	37230
1	16	ACERSACC	0.616	1591	47730
1	16	BETUALLE	0.721	1465	43950
1	16	BETULENT	0.536	1465	43950
1	16	BETUPAPY	0.522	1570	47100
1	16	CARYCORD	0.280	1830	54900
1	16	FAGUGRAN	0.266	1330	39900
1	16	FRAXAMER	0.284	1412	42360
1	16	PINURESI	0.646	646	19380
1	16	PINUSTRO	0.740	1180	35400
1	16	POPUGRAN	0.660	1709	51270
1	16	POPUTREM	0.907	1450	43500
1	16	PRUNSERO	0.330	1699	50970
1	16	QUERALBA	0.359	1640	49200
1	16	QUERRUBR	0.727	1366	40980
1	16	QUERCOCC	0.002	1087	32610
1	16	TILIAMER	0.482	2000	60000
1	16	TSUGCANA	0.602	467	14010
2	1	ACERRUBR	0.548	1179	35370
2	1	ACERSACC	0.953	1520	45600
2	1	BETUALLE	0.671	1397	41910
2	1	BETULENT	0.929	1397	41910
2	1	BETUPAPY	0.070	1499	44970
2	1	CARYCORD	0.609	1760	52800
2	1	FAGUGRAN	0.592	1269	38070
2	1	FRAXAMER	0.560	1347	40410
2	1	PINURESI	0.101	590	17700
2	1	PINUSTRO	0.961	1099	32970
2	1	POPUGRAN	0.961	1634	49020
2	1	POPUTREM	0.874	1383	41490
2	1	PRUNSERO	0.627	1624	48720
2	1	QUERALBA	0.644	1568	47040
2	1	QUERRUBR	0.968	1303	39090
2	1	QUERCOCC	0.131	1038	31140
2	1	TILIAMER	0.926	1922	57660
2	1	TSUGCANA	0.946	409	12270
2	2	ACERRUBR	0.444	1223	36690
2	2	ACERSACC	0.719	1554	46620
2	2	BETUALLE	0.507	1436	43080
2	2	BETULENT	0.657	1436	43080
2	2	BETUPAPY	0.059	1533	45990
2	2	CARYCORD	0.558	1761	52830
2	2	FAGUGRAN	0.483	1310	39300
2	2	FRAXAMER	0.497	1386	41580
2	2	PINURESI	0.089	672	20160
2	2	PINUSTRO	0.761	1195	35850
2	2	POPUGRAN	0.722	1654	49620
2	2	POPUTREM	0.705	1420	42600
2	2	PRUNSERO	0.541	1651	49530
2	2	QUERALBA	0.545	1594	47820
2	2	QUERRUBR	0.701	1341	40230
2	2	QUERCOCC	0.121	1077	32310
2	2	TILIAMER	0.671	1932	57960
2	2	TSUGCANA	0.668	486	14580
2	3	ACERRUBR	0.520	1251	37530
2	3	ACERSACC	0.872	1603	48090
2	3	BETUALLE	0.555	1474	44220
2	3	BETULENT	0.865	1474	44220
2	3	BETUPAPY	0.031	1584	47520
2	3	CARYCORD	0.607	1863	55890
2	3	FAGUGRAN	0.554	1338	40140
2	3	FRAXAMER	0.556	1423	42690
2	3	PINURESI	0.020	683	20490
2	3	PINUSTRO	0.883	1212	36360
2	3	POPUGRAN	0.874	1717	51510
2	3	POPUTREM	0.818	1461	43830
2	3	PRUNSERO	0.591	1712	51360
2	3	QUERALBA	0.635	1655	49650
2	3	QUERRUBR	0.884	1380	41400
2	3	QUERCOCC	0.132	1098	32940
2	3	TILIAMER	0.864	2022	60660
2	3	TSUGCANA	0.870	504	15120
2	4	ACERRUBR	0.189	1182	35460
2	4	ACERSACC	0.461	1499	44970
2	4	BETUALLE	0.359	1386	41580
2	4	BETULENT	0.324	1386	41580
2	4	BETUPAPY	0.155	1477	44310
2	4	CARYCORD	0.329	1688	50640
2	4	FAGUGRAN	0.187	1267	38010
2	4	FRAXAMER	0.261	1335	40050
2	4	PINURESI	0.235	631	18930
2	4	PINUSTRO	0.548	1151	34530
2	4	POPUGRAN	0.470	1597	47910
2	4	POPUTREM	0.541	1367	41010
2	4	PRUNSERO	0.314	1592	47760
2	4	QUERALBA	0.230	1537	46110
2	4	QUERRUBR	0.396	1292	38760
2	4	QUERCOCC	0.023	1038	31140
2	4	TILIAMER	0.295	1863	55890
2	4	TSUGCANA	0.312	508	15240
2	5	ACERRUBR	0.467	1192	35760
2	5	ACERSACC	0.927	1532	45960
2	5	BETUALLE	0.855	1409	42270
2	5	BETULENT	0.858	1409	42270
2	5	BETUPAPY	0.189	1510	45300
2	5	CARYCORD	0.543	1774	53220
2	5	FAGUGRAN	0.475	1279	38370
2	5	FRAXAMER	0.507	1358	40740
2	5	PINURESI	0.279	597	17910
2	5	PINUSTRO	0.947	1120	33600
2	5	POPUGRAN	0.944	1646	49380
2	5	POPUTREM	0.941	1393	41790
2	5	PRUNSERO	0.555	1637	49110
2	5	QUERALBA	0.593	1579	47370
2	5	QUERRUBR	0.928	1313	39390
2	5	QUERCOCC	0.070	1044	31320
2	5	TILIAMER	0.850	1938	58140
2	5	TSUGCANA	0.880	437	13110
2	6	ACERRUBR	0.351	1250	37500
2	6	ACERSACC	0.621	1587	47610
2	6	BETUALLE	0.462	1466	43980
2	6	BETULENT	0.532	1466	43980
2	6	BETUPAPY	0.055	1566	46980
2	6	CARYCORD	0.450	1805	54150
2	6	FAGUGRAN	0.381	1338	40140
2	6	FRAXAMER	0.397	1416	42480
2	6	PINURESI	0.083	683	20490
2	6	PINUSTRO	0.683	1209	36270
2	6	POPUGRAN	0.624	1692	50760
2	6	POPUTREM	0.649	1451	43530
2	6	PRUNSERO	0.463	1688	50640
2	6	QUERALBA	0.419	1630	48900
2	6	QUERRUBR	0.584	1372	41160
2	6	QUERCOCC	0.127	1101	33030
2	6	TILIAMER	0.551	1975	59250
2	6	TSUGCANA	0.537	518	15540
2	7	ACERRUBR	0.477	1253	37590
2	7	ACERSACC	0.919	1608	48240
2	7	BETUALLE	0.797	1478	44340
2	7	BETULENT	0.881	1478	44340
2	7	BETUPAPY	0.106	1586	47580
2	7	CARYCORD	0.566	1867	56010
2	7	FAGUGRAN	0.513	1341	40230
2	7	FRAXAMER	0.508	1427	42810
2	7	PINURESI	0.177	671	20130
2	7	PINUSTRO	0.944	1204	36120
2	7	POPUGRAN	0.929	1722	51660
2	7	POPUTREM	0.906	1467	44010
2	7	PRUNSERO	0.564	1717	51510
2	7	QUERALBA	0.596	1660	49800
2	7	QUERRUBR	0.918	1383	41490
2	7	QUERCOCC	0.067	1100	33000
2	7	TILIAMER	0.869	2027	60810
2	7	TSUGCANA	0.883	525	15750
2	8	ACERRUBR	0.492	1198	35940
2	8	ACERSACC	0.944	1538	46140
2	8	BETUALLE	0.816	1414	42420
2	8	BETULENT	0.894	1414	42420
2	8	BETUPAPY	0.178	1516	45480
2	8	CARYCORD	0.532	1779	53370
2	8	FAGUGRAN	0.498	1285	38550
2	8	FRAXAMER	0.496	1365	40950
2	8	PINURESI	0.263	601	18030
2	8	PINUSTRO	0.959	1119	33570
2	8	POPUGRAN	0.959	1654	49620
2	8	POPUTREM	0.931	1398	41940
2	8	PRUNSERO	0.570	1645	49350
2	8	QUERALBA	0.583	1587	47610
2	8	QUERRUBR	0.952	1320	39600
2	8	QUERCOCC	0.089	1047	31410
2	8	TILIAMER	0.883	1948	58440
2	8	TSUGCANA	0.915	467	14010
2	9	ACERRUBR	0.554	1173	35190
2	9	ACERSACC	0.959	1506	45180
2	9	BETUALLE	0.680	1386	41580
2	9	BETULENT	0.939	1386	41580
2	9	BETUPAPY	0.060	1486	44580
2	9	CARYCORD	0.619	1730	51900
2	9	FAGUGRAN	0.575	1258	37740
2	9	FRAXAMER	0.568	1336	40080
2	9	PINURESI	0.092	581	17430
2	9	PINUSTRO	0.965	1093	32790
2	9	POPUGRAN	0.966	1617	48510
2	9	POPUTREM	0.872	1371	41130
